x,y,w,h,pred_X,pred_Y
-741.8075,-414.7575,88.409164,117.013,0.5466715,2.197542
673.2854,-457.25787,42.429565,58.81579,4.3848715,0.4969646
-261.2638,-523.2904,74.448,32.09876,1.9503722,2.3817356
404.27905,-519.75916,47.535156,36.937805,4.8883266,1.9886259
