x,y,w,h,cls
-199.50302,45.162964,86.85913,90.647,0
202.97559,-120.93555,36.123535,50.195923,0
-389.97443,2.517517,38.880264,42.508545,0
386.02234,30.812927,34.848083,47.231934,0
-425.48932,-55.21414,14.90509,19.05011,1
