x,y,w,h,pred_X,pred_Y
-199.50302,45.162964,86.85913,90.647,1.9915022,0.49212107
202.97559,-120.93555,36.123535,50.195923,3.6349826,1.1384865
-389.97443,2.517517,38.880264,42.508545,0.761395,0.51196396
386.02234,30.812927,34.848083,47.231934,4.2159224,0.29526973
-425.48932,-55.21414,14.90509,19.05011,-0.71090925,1.1917558
