x,y,w,h,pred_X,pred_Y
-70.18048,-192.70828,29.640991,35.763916,2.2579076,2.0504007
-222.35153,-159.70743,26.183899,32.724,0.8442964,2.0020092
276.56116,-110.7312,24.226562,28.422852,4.563064,1.7216321
