x,y,w,h,cls
168.58728,-451.87988,154.21729,174.78116,0
-667.5895,-426.64322,86.66231,96.35735,0
-677.80646,-497.97128,54.651123,62.444786,0
301.45557,385.20532,467.62122,309.58942,0
