x,y,w,h,pred_X,pred_Y
-387.83527,-486.7746,68.63574,83.889824,1.7666126,1.0628061
-44.801758,-472.3811,144.75787,124.01297,3.3786795,1.120361
-775.54156,-510.6889,29.429459,37.166862,0.017391909,0.31700367
