x,y,w,h,pred_X,pred_Y
168.58728,-451.87988,154.21729,174.78116,3.911606,1.02854
-667.5895,-426.64322,86.66231,96.35735,2.0611753,0.40335637
-677.80646,-497.97128,54.651123,62.444786,0.5262957,0.53000367
301.45557,385.20532,467.62122,309.58942,4.3543057,0.31394702
