x,y,w,h,pred_X,pred_Y
103.80408,-238.06213,217.58783,225.47995,4.0564017,0.88057125
-533.7127,-516.783,52.140564,44.233,0.5372509,1.141618
-739.1919,-522.70013,31.680908,29.388828,0.09914553,0.41704363
